3z 150 mg, pó para suspensão oral, 150 mg
3z 200 mg, pó para suspensão oral, 200 mg
3z 250 mg, pó para suspensão oral, 250 mg
3z 500 mg, pó para suspensão oral, 500 mg
AAS 150, 150 mg
Clebofex, 0.5 mg
Clebutec, 0.5 mg
Cleenema, 9.44 g/118 ml + 21.4 g/118 ml
Clembroxol, 1.5 mg/ml + 0.001 mg/ml
Clembroxol, 3 mg/ml + 0.002 mg/ml
Clembroxol, 30 mg + 0.02 mg
Clensia, Associação
Climara, 50 µg/24 h
Climen, (1 mg + 2 mg) + (2 mg)
Climodien, 2 mg + 2 mg
Clinac, 20 mg/ml
Clindamicina Labesfal, 150 mg
Clitax, 2.5 mg
Clobetasol Cantabria, 0.5 mg/g
Clobetasol ratiopharm, 0.5 mg/g
Clonazepam Wise, 2 mg
Clonix, 300 mg
Clopidogrel + ASA Strami, 75 mg + 100 mg
Clopidogrel + ASA Strami, 75 mg + 75 mg
Clopidogrel Aba, 75 mg
Clopidogrel Adapes, 75 mg
Clopidogrel Alirom, 75 mg
Clopidogrel Almus, 75 mg
Clopidogrel Alter Genéricos, 75 mg
Clopidogrel Atral, 75 mg
Clopidogrel Aurovitas, 75 mg
Clopidogrel Azevedos, 75 mg
Clopidogrel Balplak, 75 mg
Clopidogrel Basi, 75 mg
Clopidogrel BGR, 75 mg
Clopidogrel Bluepharma, 75 mg
Clopidogrel Cereflow, 75 mg
Clopidogrel Ciclum, 75 mg
Clopidogrel Cinfa, 75 mg
Clopidogrel Clarpic, 75 mg
Clopidogrel Farmoz, 75 mg
Clopidogrel Generis Phar, 75 mg
Clopidogrel GP, 75 mg
Clopidogrel Jaba, 75 mg
Clopidogrel Kaissan, 75 mg
Clopidogrel Krival, 75 mg
Clopidogrel Krka, 75 mg
Clopidogrel Labesfal, 75 mg
Clopidogrel Limeg, 75 mg
Clopidogrel Mylan, 75 mg
Clopidogrel Pensa, 75 mg
Clopidogrel Pharmakern, 75 mg
Clopidogrel Pipervite, 75 mg
Clopidogrel ratiopharm GmbH, 75 mg
Clopidogrel Refta, 75 mg
Clopidogrel Stada, 75 mg
Clopidogrel TAD, 75 mg
Clopidogrel Tecnigen, 75 mg
Clopidogrel Tecnilor, 75 mg
Clopidogrel Teva, 75 mg
Clopidogrel toLife, 75 mg
Clopidogrel Trafar, 75 mg
Clopidogrel Zentiva, 75 mg
Cloranfenicol Made, 250 mg
Cloreto de Potássio Sandoz Retard, 600 mg
Cloreto de Sódio 0,45 % Labesfal, 4.5 mg/ml
Cloreto de Sódio 0,9% Labesfal, 9 mg/ml
Cloreto de tróspio Generis, 20 mg
Clorocil, 10 mg/g
Clorocil, 8 mg/ml
Clotrimazol Basi, 10 mg/g
Clotrimazol Basi, 10 mg/ml
Clotrimazol Bluepharma, 10 mg/g
Clotrimazol Exeltis, 10 mg/g
Clotrimazol Farmoz, 10 mg/g
Clotrimazol Farmoz, 10 mg/ml
Clotrimazol Generis, 10 mg/g
Clotrimazol Labesfal, 10 mg/g
Clotrimazol Labialfarma, 10 mg/ml
Clotrimazol Ratiopharm 1% Creme, 10 mg/g
Cloxam, 1 mg
Cloxam, 2 mg
Clozapina Aurovitas, 100 mg
Clozapina Aurovitas, 25 mg
Clozapina Generis Phar, 100 mg
Clozapina Generis Phar, 25 mg
Clozapina Generis, 100 mg
Clozapina Generis, 25 mg
Clozapina Mylan, 100 mg
Clozapina Mylan, 25 mg
Clozapina ratiopharm, 100 mg
Clozapina ratiopharm, 25 mg
Clyndixin, 300 mg
Clyss-Go, 10 mg + 13400 mg
C'Nergil, 1000 mg
Co-Amlessa, 2 mg + 0.625 mg + 5 mg
Co-Amlessa, 4 mg + 1.25 mg + 10 mg
Co-Amlessa, 4 mg + 1.25 mg + 5 mg
Co-Amlessa, 8 mg + 2.5 mg + 10 mg
Co-Amlessa, 8 mg + 2.5 mg + 5 mg
Coaprovel, 150 mg + 12.5 mg
Coaprovel, 300 mg + 12.5 mg
Coartil, 4 mg + 10 mg
Coartil, 4 mg + 5 mg
Coartil, 8 mg + 10 mg
Coartil, 8 mg + 5 mg
Cobaxid Infantil, 1 mg
Cobaxid, 1 mg
Cobaxid, 2.5 mg
Cocculine, Associação
Co-Diovan 160 mg/ 12,5 mg, 160 mg + 12.5 mg
Co-Diovan Forte, 160 mg + 25 mg
Co-Diovan, 80 mg + 12.5 mg
Codipront, 2.22 mg/ml + 0.733 mg/ml
Codipront, 30 mg + 10 mg
Codoforme, 1000 mg
Codoforme, 500 mg
Colchicine, 1 mg
Colinf, 66.66 mg/ml
Colircusi Gentadexa, 1 mg/ml + 3 mg/ml + 0.5 mg/ml
Collu-Hextril, 2 mg/ml
Colobreathe, 1662500 U.I.
Colpotrophine, 10 mg
Colpotrophine, 10 mg/g
Colroset, 10 mg + 10 mg
Colroset, 20 mg + 10 mg
Colroset, 5 mg + 10 mg
Colsanac, 10 g/15 ml
Coltramyl, 4 mg
Coltramyl, 4 mg/2 ml
Combantrin, 50 mg/ml
Combigan, 2 mg/ml + 5 mg/ml
Combivent Unidose, 0.5 mg/2.5 ml + 2.5 mg/2.5 ml
Combodart, 0.5 mg + 0.4 mg
Competact, 850 mg + 15 mg
Comtan, 200 mg
Concerta, 18 mg
Concerta, 27 mg
Concerta, 36 mg
Concerta, 54 mg
Concor 10 Plus, 10 mg + 25 mg
Concor ASA, 10 mg + 100 mg
Concor ASA, 5 mg + 100 mg
Concor IC, 2.5 mg
Concor, 10 mg
Concor, 5 mg
Constella, 290 µg
Controloc Control, 20 mg
Copalia HCT, 10 mg + 160 mg + 12.5 mg
Copalia HCT, 10 mg + 160 mg + 25 mg
Copalia HCT, 5 mg + 160 mg + 12.5 mg
Copalia HCT, 5 mg + 160 mg + 25 mg
Copalia, 10 mg + 160 mg
Copalia, 5 mg + 160 mg
Copalia, 5 mg + 80 mg
Copaxone, 20 mg/1 ml
Copaxone, 40 mg/ml
Coramen, 9 mg
Corbilta, 100 mg + 25 mg + 200 mg
Corbilta, 125 mg + 31.25 mg + 200 mg
Corbilta, 150 mg + 37.5 mg + 200 mg
Corbilta, 200 mg + 50 mg + 200 mg
Corbilta, 50 mg + 12.5 mg + 200 mg
Corbilta, 75 mg + 18.75 mg + 200 mg
Cordarone, 200 mg
Corsodyl Dental, 2 mg/ml
Corsodyl Gel Dental, 10 mg/g
Coryzalia, Associação
Cosectral, 400 mg + 30 mg
Cosentyx, 150 mg
Cosentyx, 150 mg/1 ml
Cosopt, 1 mg/0.2 ml + 4 mg/0.2 ml
Cosopt, 5 mg/ml + 20 mg/ml
Cosyrel, 10 mg + 10 mg
Cosyrel, 10 mg + 5 mg
Cosyrel, 5 mg + 10 mg
Cosyrel, 5 mg + 5 mg
Co-Tareg 160 mg/12,5 mg, 160 mg + 12.5 mg
Co-Tareg Forte, 160 mg + 25 mg
Co-Tareg, 80 mg + 12.5 mg
Cotrimoxazol Ratiopharm 480 mg/5 ml Solução Injectável, 400 mg/5 ml + 80 mg/5 ml
Cotrimoxazol Ratiopharm, 800 mg + 160 mg
Coveram (IP), 10 mg + 5 mg
Coveram, 10 mg + 10 mg
Coveram, 10 mg + 5 mg
Coveram, 5 mg + 10 mg
Coveram, 5 mg + 5 mg
Coversyl 10 mg, 10 mg
Coversyl 5 mg, 5 mg
Coversyl, 10 mg
Coversyl, 5 mg
Cozaar 100 mg, 100 mg
Cozaar Plus, 100 mg + 12.5 mg
Cozaar Plus, 50 mg + 12.5 mg
Cozaar, 2.5 mg/ml
Cozaar, 50 mg
Crestor 10 mg, 10 mg
Crestor 20 mg, 20 mg
Crestor 5 mg, 5 mg
Cromabak, 20 mg/ml
Crystacide, 10 mg/g
Cubicin, 350 mg
Cubicin, 500 mg
Cumbran, 1.5 mg
Cutivate, 0.05 mg/g
Cutivate, 0.5 mg/g
Cyclo 3, 150 mg + 150 mg + 100 mg
Cyclogest, 400 mg
Cymbalta, 30 mg
Cymbalta, 60 mg
Cymerion, 10 mg
Cyteal, 1 mg/ml + 1 mg/ml + 3 mg/ml
Cytotec, 0.2 mg
D Med Azevedos, 100000 U.I./1 ml
D Med Azevedos, 25000 U.I./1 ml
Dacepton, 10 mg/ml
Dafalgan 1 g, 1000 mg
Daflon 1000, 1000 mg
Daflon 500, 500 mg
Dafnegil, 500 mg + 200000 U.I.
Dagesil, 10 mg/g
Dagragel, 78 mg/6.5 g + 5532 mg/6.5 g
Dagravit 8, Associação
Dagravit B Complex Forte, Associação
Dagravit D Calcium, 250 mg + 250 mg + 100 U.I.
Dagravit Total 30, Associação
Daivobet, 0.5 mg/g + 0.05 mg/g
Daktacort, 20 mg/g + 10 mg/g
Daktarin, 20 mg/g
Dalacin C, 150 mg
Dalacin T, 10 mg/ml
Dalacin V, 20 mg/g
Dalmadorm, 30 mg
Dancor, 10 mg
Dancor, 20 mg
Danofen, 200 mg/10 ml
Danofen, 400 mg/10 ml
Danofen, 600 mg/15 ml
Daonil, 5 mg
Darob, 160 mg
Davilose Forte, 10 mg/ml
Davilose, 5 mg/ml
Davinefrina, 100 mg/ml
Daxas, 250 µg
Daxas, 500 µg
Daylette, 3 mg + 0.02 mg
Dazenar, 30 mg
Dazenar, 6 mg
Ddavp Desmopressin, 0.004 mg/1 ml
Ddavp Desmopressin, 0.1 mg/ml
Debridat 200, 200 mg
Débrumyl, 250 mg/5 ml + 180 mg/5 ml
Decadron, 0.5 mg
Deca-Durabolin, 25 mg/ml
Deca-Durabolin, 50 mg/ml
Decapeptyl 0,1 mg, 0.1 mg/ml
Decapeptyl LP 11,25 mg, 11.25 mg/2 ml
Decapeptyl, 3.75 mg/2 ml
Decorsan Odis, 160 mg
Decorsan Odis, 320 mg
Decorsan Odis, 40 mg
Decorsan Odis, 80 mg
Dedrogyl, 0.15 mg/ml
Deflazacorte Acizan, 30 mg
Deflazacorte Acizan, 6 mg
Deflazacorte Almus, 30 mg
Deflazacorte Almus, 6 mg
Deflazacorte Alter, 30 mg
Deflazacorte Alter, 6 mg
Deflazacorte Azevedos, 30 mg
Deflazacorte Azevedos, 6 mg
Deflazacorte Ciclum, 30 mg
Deflazacorte Ciclum, 6 mg
Deflazacorte Cinfa, 30 mg
Deflazacorte Cinfa, 6 mg
Deflazacorte Farmoz, 30 mg
Deflazacorte Farmoz, 6 mg
Deflazacorte Generis, 30 mg
Deflazacorte Generis, 6 mg
Deflazacorte GP, 30 mg
Deflazacorte GP, 6 mg
Deflazacorte Jaba, 30 mg
Deflazacorte Jaba, 6 mg
Deflazacorte Ratiopharm, 30 mg
Deflazacorte Ratiopharm, 6 mg
Deflazacorte Tolife, 30 mg
Deflazacorte Tolife, 6 mg
Dek, 5 mg + 0.25 mg
Deltius, 25000 U.I.
Deltius, 25000 U.I./2.5 ml
Deltius, 50000 U.I.
Delufen, Associação
Demetrin, 10 mg
Demilos, 1500 mg + 1000 U.I.
Denille, 2 mg + 0.03 mg
Densical D, 1500 mg + 400 U.I.
Dentispray, 50 mg/ml
Dentokind, n/a
Depakine Chrono 300, 300 mg
Depakine Chrono 500, 500 mg
Depakine Chronosphere, 100 mg
Depakine Chronosphere, 1000 mg
Depakine Chronosphere, 250 mg
Depakine Chronosphere, 500 mg
Depakine Chronosphere, 750 mg
Depakine, 200 mg/ml
Depakine, 40 mg/ml
Depo-Medrol Com Lidocaína, 40 mg/ml + 10 mg/ml
Depo-Medrol, 40 mg/1 ml
Depo-Medrol, 80 mg/2 ml
Depo-Provera 150, 150 mg/ml
Depo-Provera 500, 150 mg/ml
Dermatrans 10, 10 mg/24 h
Dermatrans 15, 15 mg/24 h
Dermatrans 5, 5 mg/24 h
Dermestril 100, 100 µg/24 h
Dermestril 25, 25 µg/24 h
Dermestril 50, 50 µg/24 h
Dermestril-Septem 25, 25 µg/24 h
Dermestril-Septem 50, 50 µg/24 h
Dermestril-Septem 75, 75 µg/24 h
Dermofix 300 mg Óvulo, 300 mg
Dermofix, 20 mg/g
Dermofix, 20 mg/ml
Dermofix, 500 mg
Dermovate, 0.5 mg/g
Descontran, 500 mg + 2 mg
Desdek, 1 mg/g
Desfatigan, 200 mg
Desferal, 500 mg
Desinax, 150 mg
Desinax, 75 mg
Desloratadina Actavis, 5 mg
Desloratadina Alter, 5 mg
Desloratadina Aristo, 0.5 mg/ml
Desloratadina Aristo, 5 mg
Desloratadina Aurobindo, 5 mg
Desloratadina Aurovitas, 5 mg
Desloratadina Azevedos, 0.5 mg/ml
Desloratadina Basi, 5 mg
Desloratadina Bluepharma, 5 mg
Desloratadina Ciclum, 0.5 mg/ml
Desloratadina Ciclum, 5 mg
Desloratadina Cinfa, 5 mg
Desloratadina Farmoz, 0.5 mg/ml
Desloratadina Farmoz, 5 mg
Desloratadina Generis, 0.5 mg/ml
Desloratadina Generis, 2.5 mg
Desloratadina Generis, 5 mg
Desloratadina Germed, 0.5 mg/ml
Desloratadina Germed, 2.5 mg
Desloratadina Germed, 5 mg
Desloratadina Goibela, 5 mg
Desloratadina Krka, 5 mg
Desloratadina Labesfal, 2.5 mg
Desloratadina Labesfal, 5 mg
Desloratadina Mylan, 0.5 mg/ml
Desloratadina Mylan, 5 mg
Desloratadina Pharmakern, 0.5 mg/ml
Desloratadina Pharmakern, 5 mg
Desloratadina ratiopharm, 0.5 mg/ml
Desloratadina Ratiopharm, 5 mg
Desloratadina Sandoz, 0.5 mg/ml
Desloratadina Sandoz, 5 mg
Desloratadina Strami, 0.5 mg/ml
Desloratadina Teva, 5 mg
Desloratadina toLife, 5 mg
Desmopressina Fohr, 0.1 mg
Desmopressina Fohr, 0.2 mg
Desmopressina Teva, 0.1 mg
Desmopressina Teva, 0.2 mg
Desogestrel + Etinilestradiol Aurovitas, 0.15 mg + 0.02 mg
Desogestrel + Etinilestradiol Aurovitas, 0.15 mg + 0.03 mg
Desogestrel + Etinilestradiol Generis, 0.15 mg + 0.02 mg
Desogestrel + Etinilestradiol Generis, 0.15 mg + 0.03 mg
Desogestrel + Etinilestradiol Mylan, 0.15 mg + 0.02 mg
Desogestrel + Etinilestradiol Mylan, 0.15 mg + 0.03 mg
Desogestrel Aurovitas, 0.075 mg
Destoxican, 50 mg
Detolpro, 2 mg/g
Devik, 25000 U.I./2.5 ml
Dexafree, 0.4 mg/0.4 ml
Dexamytrex Ophtiole, 1 mg/ml + 3 mg/ml
Dexamytrex, 0.3 mg/g + 3 mg/g
Dexaval A, 1 mg/g + 10 mg/g
Dexaval Capilar, 1 mg/ml
Dexaval N, 1 mg/g + 3500 U.I./g
Dexaval O, 1 mg/ml + 5 mg/ml
Dexaval V, 1 mg/g + 30 mg/g
Dexaval, 1 mg/g
Dextrometorfano Azevedos, 2 mg/ml
Dextrometorfano Tussilene, 2 mg/ml
Dextux, 2 mg/ml
Diacol, 1.8 mg/ml
Diacomit, 250 mg
Diacomit, 500 mg
Diadrop, 5 mg + 5 mg
Diamicron LM 30 mg, 30 mg
Diamicron LM 60 mg, 60 mg
Diane 35, 2 mg + 0.035 mg
Diazepam Bluefish, 5 mg
Diazepam Labesfal, 10 mg
Diazepam Labesfal, 5 mg
Diazepam Limeg, 10 mg
Diazepam Limeg, 5 mg
Diazepam Pharmakern, 10 mg
Diazepam Pharmakern, 5 mg
Diazepam Ratiopharm 10 mg Comprimidos, 10 mg
Diazepam Ratiopharm 5 mg Comprimidos, 5 mg
Dicetel, 50 mg
Dicipan, 10 mg/g
Dicloabak, 1 mg/ml
Diclodent 0.074% Solução Bucal, 0.74 mg/ml
Diclofenac + Misoprostol Aurovitas, 50 mg + 0.2 mg
Diclofenac + Misoprostol Aurovitas, 75 mg + 0.2 mg
Diclofenac Alter 50 mg Comprimidos, 50 mg
Diclofenac Azevedos, 10 mg/g
Diclofenac Bluepharma, 10 mg/g
Diclofenac Cinfa, 10 mg/g
Diclofenac Eurogenus, 10 mg/g
Diclofenac Farmoz, 10 mg/g
Diclofenac Gêflama, 10 mg/g
Diclofenac Generis 50 mg Comprimidos Revestidos, 50 mg
Diclofenac Germed 10 mg/g Gel, 10 mg/g
Diclofenac Labesfal 75 mg/3ml Solução injectável, 75 mg/3 ml
Diclofenac Labesfal, 10 mg/g
Diclofenac Labesfal, 100 mg
Diclofenac Labesfal, 50 mg
Diclofenac Mylan, 100 mg
Diclofenac Pharmakern, 10 mg/g
Diclofenac Pharmakern, 23.2 mg/g
Diclofenac Ratiopharm, 50 mg
Diclofenac Retard Ratiopharm, 100 mg
Diclofenac Reuloran, 10 mg/g
Diclofenac Sandoz 10 mg/g Gel, 10 mg/g
Diclofenac Sandoz 50 mg Comprimidos revestidos, 50 mg
Diclofenac Sanóbia, 10 mg/g
Diclofenac Wellsmed, 10 mg/g
Diclogel, 10 mg/g
Diclospray, 40 mg/g
Dienogest + Etinilestradiol Aurovitas, 2 mg + 0.03 mg
Difenidramina Omega Pharma, 50 mg
Differin, 1 mg/g
Dificlir, 200 mg
Diflac, 10 mg/g
Diflucan 150, 150 mg
Diflucan, 10 mg/ml
Diflucan, 40 mg/ml
Diflucan, 50 mg
Difrarel, 100 mg
Digassim, 20 mg
Digespan, 20 mg
Dilabion, 0.5 mg/g + 0.05 mg/g
Dilaclan, 500 mg
Dilamax Diskus, 50 µg/dose
Dilamax Inalador, 25 µg/dose
Dilatol Sro, 5 mg
Dilbloc IC, 6.25 mg
Dilbloc, 25 mg
Dilena, (2 mg) + (10 mg + 2 mg)
Diltiazem Apilif, 20 mg/g
Diltiazem Farmoz, 180 mg
Diltiazem ratiopharm, 120 mg
Diltiazem ratiopharm, 180 mg
Diltiazem ratiopharm, 300 mg
Diltiazem ratiopharm, 90 mg
Diltiazem Sandoz, 200 mg
Diltiazem Sandoz, 300 mg
Diltiem Ap 200, 200 mg
Diltiem Ap 300, 300 mg
Diltiem, 60 mg
Diltix, 200 mg
Dimenium, 250 µg/dose + 50 µg/dose
Dimenium, 500 µg/dose + 50 µg/dose
Dimicina, 35.2 mg + 18.25 mg
Dimidon, 20 mg/ml
Dimidon, 40 mg/ml
Dimidon, 400 mg
Dinaxil, 6 mg/ml + 0.25 mg/ml
Dinaxil, 60 mg + 2.5 mg
Diomicete, 10 mg/ml
Dioralyte (Sabor Groselha), Associação
Dioralyte (Sabor Limão), Associação
Dioralyte(Sabor Ananas), Associação
Dioralyte(Sabor Neutro), Associação
Diovan, 160 mg
Diovan, 3 mg/ml
Diovan, 40 mg
Diovan, 80 mg
Dioz, 3 mg + 0.02 mg
Diplexil 1000, 1000 mg
Diplexil 150, 150 mg
Diplexil 300, 300 mg
Diplexil 500, 500 mg
Diplexil, 200 mg
Diplexil, 200 mg/ml
Diplexil, 500 mg
Diplexil-R, 250 mg
Diplexil-R, 500 mg
Diprofos Depot, 14 mg/2 ml
Diprogenta, 0.5 mg/g + 1 mg/g
Diprosalic, 0.5 mg/g + 20 mg/g
Diprosalic, 0.5 mg/g + 30 mg/g
Diprosone N. V., 0.5 mg/g
Diprosone, 0.5 mg/g
Disflat, 42 mg
Dislipina, 10 mg
Dislipina, 20 mg
Dislipina, 40 mg
Disocor, 1000 mg/10 ml
Dispepci, 15 mg
Ditropan, 5 mg
Diulo, 5 mg
Diurexan, 20 mg
Divastina, 10 mg
Divastina, 20 mg
Divastina, 40 mg
Divicil, 200 mg
Divicil, 80 mg/ml
Divicil, 800 mg
Dm Gel, 50 U.I./g + 100 mg/g + 2 mg/g
Doce Alívio, Associação
Dodepar, Associação
Dogmatil Forte, 200 mg
Dogmatil, 50 mg
Dolacen, 75 mg/2 ml
Dolban, 0.75 mg/g
Dolenio, 1500 mg
Dolocalma, 575 mg
Dolomate 200, 200 mg
Dolorilgel, 30 mg/g
Dolostop Duo, 150 mg + 500 mg
Dolostop, 1000 mg/10 ml
Dolostop, 500 mg/10 ml
Dol-U-Ron Forte, 1000 mg + 60 mg
Dol-U-Ron Forte, 500 mg + 30 mg
Dol-U-Ron, 40 mg/ml + 1 mg/ml
Dol-U-Ron, 500 mg + 20 mg
Domperidona Aurovitas, 10 mg
Domperidona Azevedos, 10 mg
Domperidona Baldacci, 10 mg
Domperidona Generis, 10 mg
Domperidona GP, 10 mg
Domperidona Labesfal, 10 mg
Domperidona Mylan, 10 mg
Domperidona Ratiopharm, 10 mg
Domperidona ToLife, 10 mg
Donepezilo Almus, 10 mg
Donepezilo Almus, 5 mg
Donepezilo Alter Genéricos, 10 mg
Donepezilo Alter Genéricos, 5 mg
Donepezilo Aurovitas, 10 mg
Donepezilo Aurovitas, 5 mg
Donepezilo Azevedos, 10 mg
Donepezilo Azevedos, 5 mg
Donepezilo Blixie, 10 mg
Donepezilo Blixie, 5 mg
Donepezilo Bluefish, 10 mg
Donepezilo Bluefish, 5 mg
Donepezilo Bluepharma, 10 mg
Donepezilo Bluepharma, 5 mg
Donepezilo Ciclum, 10 mg
Donepezilo Ciclum, 5 mg
Donepezilo Cinfa, 10 mg
Donepezilo Cinfa, 5 mg
Donepezilo Eurogenus, 10 mg
Donepezilo Eurogenus, 5 mg
Donepezilo Farmoz, 10 mg
Donepezilo Farmoz, 5 mg
Donepezilo Fixime, 10 mg
Donepezilo Fixime, 5 mg
Donepezilo Genedec, 10 mg
Donepezilo Genedec, 5 mg
Donepezilo Generis, 10 mg
Donepezilo Generis, 5 mg
Donepezilo Germed, 10 mg
Donepezilo Germed, 5 mg
Donepezilo GP, 10 mg
Donepezilo GP, 5 mg
Donepezilo Jaba, 10 mg
Donepezilo Jaba, 5 mg
Donepezilo Krka, 10 mg
Donepezilo Krka, 5 mg
Donepezilo Lixben, 10 mg
Donepezilo Lixben, 5 mg
Donepezilo Mylan, 10 mg
Donepezilo Mylan, 5 mg
Donepezilo Pentafarma, 10 mg
Donepezilo Pentafarma, 5 mg
Donepezilo Pharmakern, 10 mg
Donepezilo Pharmakern, 5 mg
Donepezilo Ratiopharm, 10 mg
Donepezilo Ratiopharm, 5 mg
Donepezilo Sandoz, 10 mg
Donepezilo Sandoz, 5 mg
Donepezilo Teva, 10 mg
Donepezilo Teva, 5 mg
Donepezilo toLife, 10 mg
Donepezilo toLife, 5 mg
Donepezilo Zentiva, 10 mg
Donepezilo Zentiva, 5 mg
Donulide, 100 mg
Doprifane, 0.5 mg
Doprifane, 1 mg
Doprifane, 2 mg
Doprifane, 3 mg
Doprifane, 4 mg
Doprifane, 6 mg
Dorcalor, 50 mg
Dorcil, 20 mg/ml
Dorcilfree, 20 mg/ml
Dorlise, 2.5 mg
Dormicum, 15 mg
Dormidina, 12.5 mg
Dormidina, 25 mg
Dormonoct, 1 mg
Dornite, 25 mg
Dorzolamida Aurovitas, 20 mg/ml
Dorzolamida Mylan, 20 mg/ml
Dostinex, 0.5 mg
Doxazosina Generis, 4 mg
Doxazosina Generis, 8 mg
Doxican, 20 mg
Doxican, 20 mg/2 ml
Doxi-Om, 500 mg
Doxiproct, 40 mg/g + 20 mg/g
Doxytrex, 100 mg
Dozefol, 0.4 mg + 0.002 mg
Dozurso, 250 mg
Dozurso, 500 mg
Draminal, 50 mg
Drenoflux, 2.8 mg/ml
Drenoxol, 3 mg/ml
Drenoxol, 30 mg/10 ml
Drill Eucalipto sem açúcar, 0.2 mg + 3 mg
Drill Mel e Limão sem açúcar, 0.2 mg + 3 mg
Drill Mucolítico Adulto, 50 mg/ml
Drill sem açúcar, 0.2 mg + 3 mg
Drill Tosse Seca, 1 mg/ml
Drill, 0.2 mg + 3 mg
Dropax, 10 mg/ml
Drosdiol, 3 mg + 0.02 mg
Droseffik, 3 mg + 0.02 mg
Drosianelle, 3 mg + 0.02 mg
Drosianne, 3 mg + 0.03 mg
Drospirenona + Etinilestradiol Aurovitas, 3 mg + 0.02 mg
Drospirenona + Etinilestradiol Aurovitas, 3 mg + 0.03 mg
Drospirenona + Etinilestradiol Generis, 3 mg + 0.02 mg
Drospirenona + Etinilestradiol Generis, 3 mg + 0.03 mg
Drospirenona + Etinilestradiol Mylan, 3 mg + 0.02 mg
Drospirenona + Etinilestradiol Mylan, 3 mg + 0.03 mg
Drosurall, 3 mg + 0.02 mg
Drosure, 3 mg + 0.03 mg
Duac, 10 mg/g + 50 mg/g
Duagen, 0.5 mg
Duaklir Genuair, 340 µg/dose + 12 µg/dose
Dualgan, 300 mg
Duavive, 20 mg + 0.45 mg
Dufine, 50 mg
Dukoral, Associação
Dulcogotas, 7.5 mg/ml
Dulcolax, 10 mg
Dulcolax, 5 mg
Duloxetina Alter, 30 mg
Duloxetina Alter, 60 mg
Duloxetina Amperlem, 30 mg
Duloxetina Amperlem, 60 mg
Duloxetina Atral, 30 mg
Duloxetina Atral, 60 mg
Duloxetina Aurobindo, 30 mg
Duloxetina Aurobindo, 60 mg
Duloxetina Aurovitas, 30 mg
Duloxetina Aurovitas, 60 mg
Duloxetina Azevedos, 30 mg
Duloxetina Azevedos, 60 mg
Duloxetina Bluepharma, 30 mg
Duloxetina Bluepharma, 60 mg
Duloxetina Ciclum, 30 mg
Duloxetina Ciclum, 60 mg
Duloxetina Farmoz, 30 mg
Duloxetina Farmoz, 60 mg
Duloxetina Generis, 30 mg
Duloxetina Generis, 60 mg
Duloxetina Krka, 30 mg
Duloxetina Krka, 60 mg
Duloxetina Mylan, 30 mg
Duloxetina Mylan, 60 mg
Duloxetina Pentafarma, 30 mg
Duloxetina Pentafarma, 60 mg
Duloxetina Pharmakern, 30 mg
Duloxetina Pharmakern, 60 mg
Duloxetina ratiopharm, 30 mg
Duloxetina ratiopharm, 60 mg
Duloxetina Sandoz, 30 mg
Duloxetina Sandoz, 60 mg
Duloxetina Teva, 30 mg
Duloxetina Teva, 60 mg
Duloxetina toLife, 30 mg
Duloxetina toLife, 60 mg
Duloxetina Zentiva, 30 mg
Duloxetina Zentiva, 60 mg
Dumozol Creme, 10 mg/g
Dumyrox, 100 mg
Dumyrox, 50 mg
Duodopa, 20 mg/ml + 5 mg/ml
Duokopt, 5 mg/ml + 20 mg/ml
DuoPlavin, 75 mg + 100 mg
DuoResp Spiromax, 160 µg/dose + 4.5 µg/dose
DuoResp Spiromax, 320 µg/dose + 9 µg/dose
DuoTrav, 5 mg/ml + 0.04 mg/ml
Duphalac Ameixa, 667 mg/ml
Duphalac, 10 g/15 ml
Duphalac, 667 mg/ml
Duphaston, 10 mg
Duraphat 5000, 5 mg/g
Duraphat, 50 mg/ml
Durogesic, 100 µg/h
Durogesic, 12 µg/h
Durogesic, 25 µg/h
Durogesic, 50 µg/h
Durogesic, 75 µg/h
Duspatal Retard, 200 mg
Dutasterida + Tansulosina Accord, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Alter Genéricos, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Alter, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Aurovitas, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Betude, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Bluepharma, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Ciclum, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Farmoz, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Generis, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Mylan, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Neomyx, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Pharmakern, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina ratiopharm, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Sandoz, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina TAD, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Teva, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina ToLife, 0.5 mg + 0.4 mg
Dutasterida + Tansulosina Zentiva, 0.5 mg + 0.4 mg
Dutasterida Aristo, 0.5 mg
Dutasterida Aurovitas, 0.5 mg
Dutasterida Bluepharma, 0.5 mg
